ANO,RA,INDE,PEDRA,IAA,IEG,IPS,IDA,IPV,IAN,IPP,IAA_AnoAnterior,Delta_IAA,Tendencia_IAA,IEG_AnoAnterior,Delta_IEG,Tendencia_IEG,IPS_AnoAnterior,Delta_IPS,Tendencia_IPS,IDA_AnoAnterior,Delta_IDA,Tendencia_IDA,IPP_AnoAnterior,Delta_IPP,Tendencia_IPP,IPV_AnoAnterior,Delta_IPV,Tendencia_IPV,IAN_AnoAnterior,Delta_IAN,Tendencia_IAN,INDE_AnoAnterior,Delta_INDE,Tendencia_INDE,Ponto_Virada
2022,RA-44,5.542,Quartzo,5.0,5.9,7.5,3.0,7.292,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-44,6.258333333,Agata,0.0,8.5,5.01,6.9,7.17,5.0,7.5,5.0,-5.0,-0.9980039920159681,5.9,2.5999999999999996,0.43993231810490685,7.5,-2.49,-0.3315579227696405,3.0,3.9000000000000004,1.2956810631229239,0.0,7.5,750.0,7.292,-0.12199999999999989,-0.016707751301013405,5.0,0.0,0.0,5.542,0.7163333330000006,0.12902257438760817,1
2022,RA-440,7.329,Ametista,9.5,9.0,6.9,5.5,5.833,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-440,6.989208333,Agata,0.0,8.2,7.52,6.2,7.835,10.0,7.96875,9.5,-9.5,-0.9989484752891693,9.0,-0.8000000000000007,-0.0887902330743619,6.9,0.6199999999999992,0.08972503617944996,5.5,0.7000000000000002,0.12704174228675139,0.0,7.96875,796.875,5.833,2.002,0.34263220948143075,10.0,0.0,0.0,7.329,-0.3397916670000001,-0.046299450470091305,1
2022,RA-441,8.188,Topázio,9.0,7.9,7.5,8.0,8.333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2022,RA-442,8.226,Topázio,10.0,8.2,7.5,7.5,8.222,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-442,6.814166667,Agata,0.0,7.6,7.52,5.8,8.1275,10.0,7.5,10.0,-10.0,-0.999000999000999,8.2,-0.5999999999999996,-0.07308160779537147,7.5,0.019999999999999574,0.0026631158455392243,7.5,-1.7000000000000002,-0.2263648468708389,0.0,7.5,750.0,8.222,-0.09450000000000003,-0.011479591836734698,10.0,0.0,0.0,8.226,-1.4118333330000006,-0.17142221138902386,1
2024,RA-442,6.905439215666667,Agata,8.334,5.9151960783333335,5.635,5.0,7.8775,10.0,7.5,0.0,8.334,833.4,7.6,-1.6848039216666661,-0.22139341940429255,7.52,-1.8849999999999998,-0.250332005312085,5.8,-0.7999999999999998,-0.13769363166953527,7.5,0.0,0.0,8.1275,-0.2499999999999991,-0.030721966205837066,10.0,0.0,0.0,6.814166667,0.09127254866666679,0.013374900280211282,1
2022,RA-443,7.482,Ametista,9.0,9.1,7.5,5.6,8.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-443,6.895508333,Agata,7.1,7.5,2.52,7.6,8.125,5.0,7.96875,9.0,-1.9000000000000004,-0.21087680355160937,9.1,-1.5999999999999996,-0.17563117453347968,7.5,-4.98,-0.663115845539281,5.6,2.0,0.3565062388591801,0.0,7.96875,796.875,8.5,-0.375,-0.044065804935370156,5.0,0.0,0.0,7.482,-0.5864916669999998,-0.07828239014949276,1
2022,RA-444,6.665,Ágata,9.0,7.2,5.0,3.1,7.778,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-444,5.958791667,Quartzo,0.0,7.9,5.0,4.7,6.4575,10.0,6.40625,9.0,-9.0,-0.9988901220865705,7.2,0.7000000000000002,0.09708737864077673,5.0,0.0,0.0,3.1,1.6,0.5144694533762059,0.0,6.40625,640.625,7.778,-1.3205,-0.1695557267591166,10.0,0.0,0.0,6.665,-0.7062083330000002,-0.1057990011985019,0
2024,RA-444,5.410188638266668,Quartzo,8.334,6.377276524666667,2.51,3.6666666666666665,5.96,5.0,6.25,0.0,8.334,833.4,7.9,-1.5227234753333336,-0.19250612836072487,5.0,-2.49,-0.4970059880239522,4.7,-1.0333333333333337,-0.21939136588818126,6.40625,-0.15625,-0.024352230664328855,6.4575,-0.4974999999999996,-0.07692307692307687,10.0,-5.0,-0.4995004995004995,5.958791667,-0.5486030287333321,-0.09191190769254438,0
2022,RA-445,6.924,Ágata,9.0,9.4,7.5,3.8,7.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-445,7.9087,Ametista,8.0,8.8,6.89,8.4,8.176666667,5.0,8.541666667,9.0,-1.0,-0.11098779134295228,9.4,-0.5999999999999996,-0.0637619553666312,7.5,-0.6100000000000003,-0.08122503328894812,3.8,4.6000000000000005,1.2073490813648298,0.0,8.541666667,854.1666667,7.5,0.6766666669999992,0.0901020861517975,5.0,0.0,0.0,6.924,0.9846999999999992,0.1420103836169598,1
2024,RA-445,7.3416246032,Ametista,7.917,8.715873016,7.51,4.0,7.3725,10.0,7.8125,8.0,-0.08300000000000018,-0.01036204744069915,8.8,-0.08412698400000096,-0.009549033371169234,6.89,0.6200000000000001,0.08985507246376814,8.4,-4.4,-0.5231866825208086,8.541666667,-0.7291666669999994,-0.0852660300492977,8.176666667,-0.8041666669999996,-0.09822882739828055,5.0,5.0,0.9980039920159681,7.9087,-0.5670753968,-0.07161218341394421,1
2022,RA-446,7.367,Ametista,9.5,8.9,5.0,6.9,7.889,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2022,RA-447,5.607,Quartzo,0.0,7.0,7.5,3.5,5.556,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2022,RA-448,7.972,Ametista,9.0,9.7,7.5,5.5,8.111,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2022,RA-449,6.143,Ágata,0.0,6.0,7.5,7.0,8.111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-449,7.396508333,Ametista,7.1,7.2,7.52,7.0,6.8425,10.0,7.34375,0.0,7.1,710.0,6.0,1.2000000000000002,0.19966722129783698,7.5,0.019999999999999574,0.0026631158455392243,7.0,0.0,0.0,0.0,7.34375,734.375,8.111,-1.2685000000000004,-0.1561999753724911,5.0,5.0,0.9980039920159681,6.143,1.253508333,0.20372311604095567,1
2022,RA-45,7.591,Ametista,7.9,8.9,5.6,6.8,7.417,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-45,8.303591667,Topázio,7.1,9.6,6.26,7.9,8.1725,10.0,8.28125,7.9,-0.8000000000000007,-0.10113780025284459,8.9,0.6999999999999993,0.07856341189674515,5.6,0.6600000000000001,0.11764705882352945,6.8,1.1000000000000005,0.16152716593245237,0.0,8.28125,828.125,7.417,0.7554999999999996,0.10172344149723976,10.0,0.0,0.0,7.591,0.712591666999999,0.09374972595711077,1
2024,RA-45,8.743476190400001,Topázio,7.5,9.619047619,9.38,8.0,8.283333333,10.0,8.75,7.1,0.40000000000000036,0.05625879043600568,9.6,0.019047619000000182,0.001982062330905326,6.26,3.120000000000001,0.49760765550239255,7.9,0.09999999999999964,0.012642225031605517,8.28125,0.46875,0.056535504296698326,8.1725,0.11083333300000042,0.013545167491597974,10.0,0.0,0.0,8.303591667,0.4398845234000017,0.05291149012599223,1
2022,RA-450,7.843,Ametista,10.0,9.1,7.5,7.5,8.111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-450,6.819625,Agata,9.6,8.4,2.52,5.4,7.9175,5.0,7.65625,10.0,-0.40000000000000036,-0.039960039960039995,9.1,-0.6999999999999993,-0.0768386388583973,7.5,-4.98,-0.663115845539281,7.5,-2.0999999999999996,-0.27962716378162444,0.0,7.65625,765.625,8.111,-0.19350000000000023,-0.023827114887329172,5.0,0.0,0.0,7.843,-1.0233749999999997,-0.1303164395772316,1
2024,RA-450,7.526188206666666,Ametista,8.751,8.954191033333332,5.63,7.5,7.58,5.0,7.8125,9.6,-0.8490000000000002,-0.0883454734651405,8.4,0.554191033333332,0.06589667459373745,2.52,3.11,1.2292490118577075,5.4,2.0999999999999996,0.388170055452865,7.65625,0.15625,0.020381542475134518,7.9175,-0.33750000000000036,-0.04257332071901613,5.0,0.0,0.0,6.819625,0.706563206666666,0.1034556372665653,1
2022,RA-451,6.434,Ágata,9.0,6.0,6.3,6.1,6.889,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-451,8.386033333,Topázio,8.5,9.5,4.39,8.9,9.896666667,5.0,9.375,9.0,-0.5,-0.05549389567147614,6.0,3.5,0.5823627287853578,6.3,-1.9100000000000001,-0.3026941362916007,6.1,2.8000000000000007,0.4582651391162031,0.0,9.375,937.5,6.889,3.0076666669999996,0.4359569020147847,5.0,0.0,0.0,6.434,1.9520333330000001,0.3029226153010553,1
2022,RA-452,6.287,Ágata,9.0,5.6,7.5,4.8,7.167,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2022,RA-453,7.845,Ametista,9.0,8.7,7.5,8.8,7.778,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2022,RA-454,5.561,Quartzo,9.5,8.6,5.0,2.3,5.444,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-454,4.603416667,Quartzo,0.0,7.5,5.0,2.6,5.54,5.0,4.6875,9.5,-9.5,-0.9989484752891693,8.6,-1.0999999999999996,-0.12775842044134725,5.0,0.0,0.0,2.3,0.30000000000000027,0.12987012987013,0.0,4.6875,468.75,5.444,0.09600000000000009,0.017601760176017618,5.0,0.0,0.0,5.561,-0.9575833329999996,-0.17188715365284504,0
2024,RA-454,5.852294346966668,Quartzo,9.585,6.633138401666667,6.255,3.6666666666666665,5.833333333,5.0,5.416666667,0.0,9.585,958.5000000000001,7.5,-0.8668615983333332,-0.11542764292055037,5.0,1.255,0.250499001996008,2.6,1.0666666666666664,0.408684546615581,4.6875,0.7291666670000003,0.15522441021820124,5.54,0.29333333299999964,0.05285285279279273,5.0,0.0,0.0,4.603416667,1.248877679966668,0.27070558982889026,0
2022,RA-455,6.876,Ágata,7.0,7.9,7.5,6.3,7.278,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024,RA-455,7.098988888900001,Ametista,8.751,6.111111111,8.13,4.5,7.276666667,10.0,8.333333333,7.0,1.7509999999999994,0.24978601997146926,7.9,-1.7888888890000008,-0.22615535891276875,7.5,0.6300000000000008,0.08388814913448746,6.3,-1.7999999999999998,-0.28526148969889065,0.0,8.333333333,833.3333333,7.278,-0.0013333329999998256,-0.0001829490944017324,5.0,5.0,0.9980039920159681,6.876,0.22298888890000068,0.03238293478071459,1
2022,RA-456,7.193,Ametista,6.4,8.2,6.3,7.3,8.389,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-456,7.518,Ametista,0.0,8.3,4.39,9.9,9.953333333,5.0,9.583333333,6.4,-6.4,-0.9984399375975039,8.2,0.10000000000000142,0.012180267965895424,6.3,-1.9100000000000001,-0.3026941362916007,7.3,2.6000000000000005,0.35567715458276344,0.0,9.583333333,958.3333333,8.389,1.5643333330000004,0.18625233158709378,5.0,0.0,0.0,7.193,0.3250000000000002,0.04512008885186731,1
2024,RA-456,8.331124561366668,Topázio,7.083,9.382456140333334,7.51,6.5,8.893333333,10.0,9.166666667,0.0,7.083,708.3,8.3,1.082456140333333,0.13025946333734453,4.39,3.12,0.7090909090909092,9.9,-3.4000000000000004,-0.34308779011099905,9.583333333,-0.41666666600000113,-0.043432939473364705,9.953333333,-1.0600000000000005,-0.10639009702597496,5.0,5.0,0.9980039920159681,7.518,0.813124561366668,0.10801335831119395,1
2022,RA-457,7.68,Ametista,8.0,8.8,7.5,8.5,7.667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-457,8.256833333,Topázio,7.5,8.6,7.52,8.1,8.045,10.0,8.125,8.0,-0.5,-0.062421972534332085,8.8,-0.20000000000000107,-0.022701475595913855,7.5,0.019999999999999574,0.0026631158455392243,8.5,-0.40000000000000036,-0.04700352526439487,0.0,8.125,812.5,7.667,0.3780000000000001,0.04923798358733882,5.0,5.0,0.9980039920159681,7.68,0.5768333329999997,0.07501083654096226,1
2024,RA-457,8.5892756038,Topázio,8.334,8.743961352333335,7.51,8.666666666666666,7.77,10.0,9.6875,7.5,0.8339999999999996,0.11105193075898798,8.6,0.14396135233333496,0.016720249980642855,7.52,-0.009999999999999787,-0.0013280212483399452,8.1,0.5666666666666664,0.06987258528565554,8.125,1.5625,0.19207129686539645,8.045,-0.27500000000000036,-0.03414028553693363,10.0,0.0,0.0,8.256833333,0.33244227080000144,0.04021398005847537,1
2022,RA-458,6.512,Ágata,8.0,7.7,7.5,5.6,5.833,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-458,6.312083333,Agata,9.6,6.9,7.52,3.8,6.2475,5.0,7.1875,8.0,1.5999999999999996,0.19975031210986263,7.7,-0.7999999999999998,-0.10376134889753565,7.5,0.019999999999999574,0.0026631158455392243,5.6,-1.7999999999999998,-0.32085561497326204,0.0,7.1875,718.75,5.833,0.4144999999999994,0.07093958582919724,5.0,0.0,0.0,6.512,-0.19991666699999922,-0.030652662833486544,1
2024,RA-458,5.680161507933333,Quartzo,8.751,3.7396825396666666,6.88,4.0,6.83,5.0,7.03125,9.6,-0.8490000000000002,-0.0883454734651405,6.9,-3.1603174603333337,-0.4573541910757357,7.52,-0.6399999999999997,-0.08499335989375827,3.8,0.20000000000000018,0.05249343832021003,7.1875,-0.15625,-0.021708926710663424,6.2475,0.5825000000000005,0.09308829404714351,5.0,0.0,0.0,6.312083333,-0.6319218250666676,-0.09995468135767258,0
2022,RA-459,7.28,Ametista,7.0,9.1,8.1,7.3,7.222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-459,8.240016667,Topázio,6.7,9.3,7.52,8.3,7.88,10.0,7.1875,7.0,-0.2999999999999998,-0.04279600570613407,9.1,0.20000000000000107,0.02195389681668508,8.1,-0.5800000000000001,-0.0715166461159063,7.3,1.0000000000000009,0.13679890560875527,0.0,7.1875,718.75,7.222,0.6579999999999995,0.09098451327433621,5.0,5.0,0.9980039920159681,7.28,0.9600166670000005,0.13168952908093287,1
2024,RA-459,7.233804589400001,Ametista,7.917,8.454106280333333,5.635,4.666666666666667,7.366,10.0,7.8125,6.7,1.2169999999999996,0.18137108792846493,9.3,-0.8458937196666678,-0.0908586165055497,7.52,-1.8849999999999998,-0.250332005312085,8.3,-3.6333333333333337,-0.4372242278379463,7.1875,0.625,0.0868357068426537,7.88,-0.5140000000000002,-0.06514575411913819,10.0,0.0,0.0,8.240016667,-1.0062120775999999,-0.12196485391657934,1
2022,RA-46,6.048,Ágata,8.8,8.4,6.3,2.1,7.083,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-46,5.545383333,Quartzo,7.1,7.4,2.52,4.4,6.6275,2.5,6.5625,8.8,-1.700000000000001,-0.19296254256526685,8.4,-1.0,-0.11890606420927467,6.3,-3.78,-0.5990491283676703,2.1,2.3000000000000003,1.090047393364929,0.0,6.5625,656.25,7.083,-0.4554999999999998,-0.06421824333850272,5.0,-2.5,-0.49900199600798406,6.048,-0.5026166669999999,-0.0829674260482007,0
2022,RA-460,5.711,Quartzo,6.8,8.1,7.5,3.3,5.056,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2022,RA-461,5.451,Quartzo,0.0,6.7,7.5,3.8,7.222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-461,7.2379,Ametista,7.3,7.9,3.77,7.4,8.616666667,5.0,8.541666667,0.0,7.3,730.0,6.7,1.2000000000000002,0.17883755588673625,7.5,-3.73,-0.4966711051930759,3.8,3.6000000000000005,0.9448818897637797,0.0,8.541666667,854.1666667,7.222,1.394666667,0.19284660771570797,5.0,0.0,0.0,5.451,1.7869000000000002,0.3272111334920345,1
2024,RA-461,7.5447559291,Ametista,8.751,9.182446312,7.51,4.5,7.056666667,10.0,7.708333333,7.3,1.4509999999999996,0.19849521203830364,7.9,1.2824463119999994,0.1621297486725663,3.77,3.7399999999999998,0.9894179894179894,7.4,-2.9000000000000004,-0.39136302294197034,8.541666667,-0.8333333339999998,-0.09744689151832206,8.616666667,-1.5600000000000005,-0.18083462132222436,5.0,5.0,0.9980039920159681,7.2379,0.30685592910000015,0.04233721893238044,1
2022,RA-462,6.626,Ágata,10.0,8.5,7.5,3.6,6.778,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-462,6.2267,Agata,10.0,8.1,5.0,2.7,6.5825,5.0,7.5,10.0,0.0,0.0,8.5,-0.40000000000000036,-0.04700352526439487,7.5,-2.5,-0.33288948069241014,3.6,-0.8999999999999999,-0.2493074792243767,0.0,7.5,750.0,6.778,-0.1955,-0.028800824985268123,5.0,0.0,0.0,6.626,-0.3993000000000002,-0.0601717902350814,1
2022,RA-463,6.41,Ágata,10.0,7.8,7.5,2.5,7.389,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-463,6.382383333,Agata,9.2,5.4,2.52,4.0,7.795,10.0,7.8125,10.0,-0.8000000000000007,-0.07992007992007999,7.8,-2.3999999999999995,-0.3072983354673495,7.5,-4.98,-0.663115845539281,2.5,1.5,0.5976095617529881,0.0,7.8125,781.25,7.389,0.4059999999999997,0.05487228003784291,5.0,5.0,0.9980039920159681,6.41,-0.027616667000000206,-0.0043016615264797825,1
2022,RA-464,6.745,Ágata,7.5,8.0,7.5,4.8,7.722,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-464,6.081675,Agata,9.2,7.7,2.52,3.0,7.38,5.0,7.96875,7.5,1.6999999999999993,0.2263648468708388,8.0,-0.2999999999999998,-0.03745318352059923,7.5,-4.98,-0.663115845539281,4.8,-1.7999999999999998,-0.37422037422037424,0.0,7.96875,796.875,7.722,-0.3420000000000005,-0.044231764097258215,5.0,0.0,0.0,6.745,-0.6633250000000004,-0.09819763138415993,1
2024,RA-464,6.872009064333334,Agata,9.168,7.851461988333334,8.76,4.333333333333333,7.1175,5.0,7.1875,9.2,-0.03200000000000003,-0.0034744842562432175,7.7,0.15146198833333369,0.01964487527021189,2.52,6.24,2.4664031620553364,3.0,1.333333333333333,0.44296788482834987,7.96875,-0.78125,-0.09791634027886574,7.38,-0.2625000000000002,-0.03552097428958054,5.0,0.0,0.0,6.081675,0.7903340643333339,0.12974002459640968,1
2022,RA-465,8.012,Ametista,8.0,7.9,7.5,7.8,8.444,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-465,8.012875,Topázio,7.5,9.4,2.52,8.5,8.17,10.0,7.96875,8.0,-0.5,-0.062421972534332085,7.9,1.5,0.18963337547408343,7.5,-4.98,-0.663115845539281,7.8,0.7000000000000002,0.08962868117797698,0.0,7.96875,796.875,8.444,-0.2740000000000009,-0.03241069316299987,10.0,0.0,0.0,8.012,0.0008749999999988489,0.00010907504362987396,1
2022,RA-466,6.826,Ágata,8.5,9.7,7.5,3.3,7.556,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-466,6.595533333,Agata,9.5,7.6,6.89,4.5,7.056666667,5.0,6.25,8.5,1.0,0.11750881316098707,9.7,-2.0999999999999996,-0.21627188465499483,7.5,-0.6100000000000003,-0.08122503328894812,3.3,1.2000000000000002,0.36253776435045326,0.0,6.25,625.0,7.556,-0.49933333300000005,-0.0659970040972773,5.0,0.0,0.0,6.826,-0.23046666699999996,-0.03371367276184903,1
2024,RA-466,6.778749122800001,Agata,8.751,7.223245614,8.76,4.0,7.665,5.0,7.5,9.5,-0.7490000000000006,-0.07875920084121983,7.6,-0.376754386,-0.04950780367936925,6.89,1.87,0.2710144927536232,4.5,-0.5,-0.11086474501108648,6.25,1.25,0.19968051118210864,7.056666667,0.608333333,0.08608490560914694,5.0,0.0,0.0,6.595533333,0.18321578980000108,0.027736714140051272,1
2022,RA-467,6.38,Ágata,5.8,8.4,5.0,5.5,7.111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-467,6.552916667,Agata,6.3,9.2,3.14,5.2,7.5425,5.0,7.1875,5.8,0.5,0.08605851979345956,8.4,0.7999999999999989,0.0951248513674196,5.0,-1.8599999999999999,-0.3712574850299401,5.5,-0.2999999999999998,-0.05444646098003627,0.0,7.1875,718.75,7.111,0.43150000000000066,0.060595421991293454,5.0,0.0,0.0,6.38,0.17291666699999997,0.02706051126760563,1
2024,RA-467,7.729811842133333,Ametista,7.917,9.140350877333333,5.01,6.833333333333333,7.54,10.0,7.34375,6.3,1.617,0.2562599049128368,9.2,-0.05964912266666644,-0.00647656055012665,3.14,1.8699999999999997,0.5936507936507935,5.2,1.6333333333333329,0.3134996801023672,7.1875,0.15625,0.021708926710663424,7.5425,-0.002500000000000391,-0.00033101621979482167,5.0,5.0,0.9980039920159681,6.552916667,1.1768951751333327,0.1793250219145793,1
2022,RA-468,6.313,Ágata,9.5,6.7,7.5,4.1,6.722,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023,RA-468,5.911108333,Quartzo,8.3,6.0,6.27,3.4,6.715,5.0,7.34375,9.5,-1.1999999999999993,-0.12618296529968448,6.7,-0.7000000000000002,-0.10432190760059615,7.5,-1.2300000000000004,-0.16378162450066583,4.1,-0.6999999999999997,-0.17031630170316298,0.0,7.34375,734.375,6.722,-0.007000000000000561,-0.0010398098633393584,5.0,0.0,0.0,6.313,-0.4018916670000001,-0.06356028261900999,0
2022,RA-469,7.624,Ametista,9.0,9.6,5.0,5.7,7.833,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,RA-469,7.482533333,Ametista,7.5,9.3,2.52,7.8,8.843333333,5.0,7.916666667,9.0,-1.5,-0.16648168701442842,9.6,-0.29999999999999893,-0.03121748178980218,5.0,-2.48,-0.4950099800399202,5.7,2.0999999999999996,0.3677758318739054,0.0,7.916666667,791.6666667000001,7.833,1.0103333330000002,0.12881975430320033,10.0,-5.0,-0.4995004995004995,7.624,-0.14146666699999955,-0.018531132695834368,1
2024,RA-469,7.684639869300001,Ametista,9.168,9.498366013,7.51,5.0,6.94,10.0,7.291666667,7.5,1.6679999999999993,0.22210386151797595,9.3,0.19836601299999934,0.021306768313641176,2.52,4.99,1.9723320158102768,7.8,-2.8,-0.3585147247119078,7.916666667,-0.625,-0.07884777123301734,8.843333333,-1.903333333,-0.21498493972947985,5.0,5.0,0.9980039920159681,7.482533333,0.20210653630000053,0.026974392681023595,1
2022,RA-47,5.677,Quartzo,7.9,6.3,7.5,2.1,7.042,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
