RA,IAA,IEG,IPS,IDA,IPV,IAN,Atingiu PV,Ano,INDE_Calc,Delta_Acad_Engaj,Potencial_Virada,Risco_Psicosocial
RA-484,9.5,8.7,5.0,6.5,6.389,5.0,0.0,2022,6.2678,-2.1999999999999993,7.544499999999999,0
RA-485,9.5,4.0,7.5,1.2,5.444,5.0,0.0,2022,4.3288,-2.8,4.7219999999999995,0
RA-486,10.0,9.9,7.5,7.3,7.222,5.0,0.0,2022,7.1344,-2.6000000000000005,8.561,0
RA-487,7.5,9.7,7.5,9.6,9.333,5.0,1.0,2022,7.7265999999999995,-0.09999999999999964,9.5165,0
RA-488,8.5,8.8,7.5,7.3,7.722,5.0,0.0,2022,6.864400000000001,-1.5000000000000009,8.261000000000001,0
RA-489,9.0,7.2,7.5,0.0,6.5,10.0,0.0,2022,5.39,-7.2,6.85,0
RA-490,7.9,8.2,7.5,7.7,8.722,5.0,1.0,2022,6.9643999999999995,-0.4999999999999991,8.460999999999999,0
RA-491,7.5,9.7,7.5,7.0,7.722,5.0,0.0,2022,6.8844,-2.6999999999999993,8.711,0
RA-492,10.0,8.8,7.5,7.1,8.278,5.0,0.0,2022,7.0855999999999995,-1.700000000000001,8.539000000000001,0
RA-493,10.0,9.4,7.5,7.2,8.278,10.0,0.0,2022,7.7256,-2.2,8.839,0
RA-494,6.4,8.3,5.0,5.8,6.944,5.0,0.0,2022,5.848800000000001,-2.500000000000001,7.622,0
RA-495,9.0,8.9,7.5,8.4,8.056,5.0,0.0,2022,7.2212000000000005,-0.5,8.478,0
RA-496,8.5,6.8,7.5,5.7,7.556,5.0,0.0,2022,6.1112,-1.0999999999999996,7.178,0
RA-497,6.9,9.2,5.0,5.1,5.833,5.0,0.0,2022,5.7166,-4.1,7.5165,0
RA-498,8.5,8.8,7.5,8.8,7.556,5.0,0.0,2022,7.1312000000000015,0.0,8.178,0
RA-499,8.5,10.0,7.5,8.2,7.444,5.0,0.0,2022,7.228800000000001,-1.8000000000000007,8.722,0
RA-500,9.0,10.0,7.5,9.5,7.889,5.0,0.0,2022,7.627800000000001,-0.5,8.9445,0
RA-501,8.5,8.8,7.5,6.8,7.333,10.0,0.0,2022,7.1866,-2.000000000000001,8.066500000000001,0
RA-502,9.5,9.7,7.5,7.4,7.778,10.0,0.0,2022,7.6756,-2.299999999999999,8.738999999999999,0
RA-503,8.5,10.0,7.5,8.8,7.5,5.0,0.0,2022,7.359999999999999,-1.1999999999999993,8.75,0
RA-504,8.5,8.9,7.5,8.0,7.556,10.0,0.0,2022,7.491200000000001,-0.9000000000000004,8.228,0
RA-505,9.5,8.0,7.5,8.4,7.556,5.0,0.0,2022,6.991200000000001,0.40000000000000036,7.7780000000000005,0
RA-506,9.5,7.3,7.5,7.2,7.278,5.0,0.0,2022,6.5556,-0.09999999999999964,7.289,0
RA-507,8.5,10.0,7.5,7.4,7.222,5.0,0.0,2022,7.0244,-2.5999999999999996,8.611,0
RA-508,8.0,7.4,7.5,4.5,7.556,5.0,0.0,2022,5.9412,-2.9000000000000004,7.478,0
RA-509,9.0,8.2,7.5,9.2,7.833,5.0,0.0,2022,7.1966,1.0,8.0165,0
RA-510,8.0,9.3,7.5,7.1,7.056,5.0,0.0,2022,6.7412,-2.200000000000001,8.178,0
RA-511,8.0,10.0,7.5,5.3,7.056,5.0,0.0,2022,6.5212,-4.7,8.528,0
RA-512,9.0,9.3,7.5,6.2,7.722,5.0,0.0,2022,6.794400000000001,-3.1000000000000005,8.511000000000001,0
RA-513,9.0,9.6,5.6,8.3,7.778,10.0,0.0,2022,7.5956,-1.299999999999999,8.689,0
RA-514,8.0,9.7,7.5,4.8,5.889,10.0,0.0,2022,6.627800000000001,-4.8999999999999995,7.794499999999999,0
RA-515,8.0,6.3,7.5,5.8,7.556,5.0,0.0,2022,5.981199999999999,-0.5,6.928,0
RA-516,10.0,9.7,7.5,9.9,8.056,10.0,0.0,2022,8.2812,0.20000000000000107,8.878,0
RA-517,6.9,9.5,7.5,7.7,7.833,5.0,0.0,2022,6.946600000000001,-1.7999999999999998,8.6665,0
RA-518,9.0,9.4,7.5,7.5,7.5,5.0,0.0,2022,7.03,-1.9000000000000004,8.45,0
RA-519,7.4,9.6,7.5,7.5,7.333,10.0,0.0,2022,7.3766,-2.0999999999999996,8.4665,0
RA-520,10.0,6.8,7.5,6.8,7.278,5.0,0.0,2022,6.425600000000001,0.0,7.039,0
RA-521,9.0,10.0,5.0,6.0,7.5,10.0,0.0,2022,7.1000000000000005,-4.0,8.75,0
RA-522,9.5,9.1,7.5,7.5,8.167,10.0,0.0,2022,7.6534,-1.5999999999999996,8.6335,0
RA-523,10.0,9.5,7.5,6.5,7.556,5.0,0.0,2022,6.9612,-3.0,8.528,0
RA-524,0.0,9.4,5.0,9.1,8.056,5.0,0.0,2022,6.3112,-0.3000000000000007,8.728,0
RA-525,9.0,9.3,7.5,8.6,8.167,5.0,0.0,2022,7.3634,-0.7000000000000011,8.7335,0
RA-526,10.0,9.9,7.5,8.0,8.167,5.0,0.0,2022,7.4634,-1.9000000000000004,9.0335,0
RA-527,8.5,10.0,7.5,6.5,7.5,10.0,0.0,2022,7.4,-3.5,8.75,0
RA-528,0.0,6.2,7.5,4.0,6.944,5.0,0.0,2022,4.6788,-2.2,6.572,0
RA-529,8.5,8.9,5.0,5.2,6.556,5.0,0.0,2022,5.9812,-3.7,7.728,0
RA-530,10.0,9.0,7.5,8.9,9.056,5.0,1.0,2022,7.6411999999999995,-0.09999999999999964,9.027999999999999,0
RA-531,9.5,9.8,7.5,7.8,8.167,5.0,0.0,2022,7.353400000000001,-2.000000000000001,8.9835,0
RA-532,9.5,9.7,7.5,5.5,7.167,10.0,0.0,2022,7.1734,-4.199999999999999,8.433499999999999,0
RA-533,8.5,8.8,5.6,6.0,7.333,5.0,0.0,2022,6.336600000000001,-2.8000000000000007,8.066500000000001,0
RA-534,9.0,7.4,7.5,7.1,7.333,5.0,0.0,2022,6.5166,-0.3000000000000007,7.3665,0
RA-535,9.0,9.2,7.5,5.1,6.917,5.0,0.0,2022,6.3934,-4.1,8.058499999999999,0
RA-536,9.5,8.9,5.6,6.0,7.75,5.0,0.0,2022,6.54,-2.9000000000000004,8.325,0
RA-537,9.5,9.0,4.4,4.8,7.167,5.0,0.0,2022,6.0834,-4.2,8.0835,1
RA-538,8.5,7.5,5.6,6.8,5.583,5.0,0.0,2022,5.8866000000000005,-0.7000000000000002,6.5415,0
RA-539,8.5,9.3,6.9,7.5,8.417,5.0,1.0,2022,7.083400000000001,-1.8000000000000007,8.8585,0
RA-540,8.5,9.5,5.6,7.0,7.5,5.0,0.0,2022,6.71,-2.5,8.5,0
RA-541,10.0,7.8,6.9,2.5,5.0,2.5,0.0,2022,5.0,-5.3,6.4,0
RA-542,8.0,9.8,6.3,6.5,7.417,5.0,0.0,2022,6.673400000000001,-3.3000000000000007,8.6085,0
RA-543,8.5,9.8,4.4,6.5,7.167,5.0,0.0,2022,6.4834000000000005,-3.3000000000000007,8.4835,1
RA-544,9.5,9.7,5.6,3.3,6.0,5.0,0.0,2022,5.81,-6.3999999999999995,7.85,0
RA-545,9.5,6.6,7.5,5.5,7.5,5.0,0.0,2022,6.12,-1.0999999999999996,7.05,0
RA-546,9.0,7.9,5.0,5.6,7.917,5.0,0.0,2022,6.183400000000001,-2.3000000000000007,7.9085,0
RA-547,9.5,9.7,5.0,7.6,8.833,5.0,1.0,2022,7.1766000000000005,-2.0999999999999996,9.2665,0
RA-548,8.0,9.1,6.9,7.2,7.583,5.0,0.0,2022,6.766600000000001,-1.8999999999999995,8.3415,0
RA-549,10.0,7.9,6.9,4.2,6.167,5.0,0.0,2022,5.843400000000001,-3.7,7.0335,0
RA-550,9.0,9.0,6.9,1.9,6.25,5.0,0.0,2022,5.5200000000000005,-7.1,7.625,0
RA-551,8.5,7.3,6.9,6.6,7.333,5.0,0.0,2022,6.286600000000002,-0.7000000000000002,7.3165,0
RA-552,9.5,8.8,5.0,5.5,7.167,5.0,0.0,2022,6.2434,-3.3000000000000007,7.9835,0
RA-553,9.5,6.9,6.9,3.3,8.167,5.0,0.0,2022,5.813400000000001,-3.6000000000000005,7.5335,0
RA-554,7.9,6.0,6.9,4.0,5.75,5.0,0.0,2022,5.13,-2.0,5.875,0
RA-555,9.5,8.1,5.0,4.4,5.167,5.0,0.0,2022,5.4834000000000005,-3.6999999999999993,6.6335,0
RA-556,9.0,8.8,5.0,6.4,8.25,5.0,0.0,2022,6.590000000000001,-2.4000000000000004,8.525,0
RA-557,10.0,8.4,7.5,9.4,9.333,5.0,1.0,2022,7.6766000000000005,1.0,8.8665,0
RA-558,9.0,8.5,5.0,4.3,4.5,2.5,0.0,2022,5.11,-4.2,6.5,0
RA-559,9.5,9.2,7.5,7.1,8.083,5.0,0.0,2022,7.0766,-2.0999999999999996,8.6415,0
RA-560,6.9,7.2,5.0,3.8,3.75,5.0,0.0,2022,4.640000000000001,-3.4000000000000004,5.475,0
RA-561,9.0,9.0,7.5,7.4,8.833,5.0,1.0,2022,7.196600000000001,-1.5999999999999996,8.9165,0
RA-562,8.0,9.0,7.5,8.0,8.75,5.0,1.0,2022,7.2,-1.0,8.875,0
RA-563,10.0,9.2,7.5,8.5,8.833,5.0,1.0,2022,7.5566,-0.6999999999999993,9.0165,0
RA-564,9.5,3.8,5.0,2.3,6.833,5.0,0.0,2022,4.5366,-1.5,5.3165,0
RA-565,9.0,4.1,7.5,2.9,5.917,5.0,0.0,2022,4.7334,-1.1999999999999997,5.0085,0
RA-566,9.5,8.4,7.5,8.5,7.917,5.0,0.0,2022,7.1634,0.09999999999999964,8.1585,0
RA-567,9.5,6.0,7.5,4.8,6.833,5.0,0.0,2022,5.7266,-1.2000000000000002,6.4165,0
RA-568,8.0,8.6,6.9,8.3,7.944,2.5,0.0,2022,6.7088,-0.29999999999999893,8.272,0
RA-569,9.5,8.7,5.0,6.8,7.333,5.0,0.0,2022,6.5166,-1.8999999999999995,8.0165,0
RA-570,9.0,7.0,7.5,1.3,6.778,5.0,0.0,2022,5.1655999999999995,-5.7,6.888999999999999,0
RA-571,8.5,8.8,7.5,3.7,6.944,5.0,0.0,2022,5.9888,-5.1000000000000005,7.872,0
RA-572,8.5,8.0,7.5,6.8,6.833,10.0,0.0,2022,6.9266000000000005,-1.2000000000000002,7.4165,0
RA-573,9.5,9.9,7.5,8.2,8.944,5.0,1.0,2022,7.6088000000000005,-1.700000000000001,9.422,0
RA-574,9.5,7.2,5.0,7.5,6.944,5.0,0.0,2022,6.2788,0.2999999999999998,7.072,0
RA-575,8.0,6.1,7.5,2.8,7.0,5.0,0.0,2022,5.23,-3.3,6.55,0
RA-576,9.5,9.1,7.5,7.8,7.111,5.0,0.0,2022,7.0022,-1.2999999999999998,8.1055,0
RA-577,9.5,9.3,7.5,9.0,7.111,5.0,0.0,2022,7.2822000000000005,-0.3000000000000007,8.2055,0
RA-578,9.5,10.0,8.8,9.5,9.611,5.0,1.0,2022,8.1522,-0.5,9.8055,0
RA-579,8.5,5.8,7.5,3.8,7.222,5.0,0.0,2022,5.4643999999999995,-2.0,6.511,0
RA-580,8.0,9.6,7.5,7.6,7.167,5.0,0.0,2022,6.9234,-2.0,8.3835,0
RA-581,7.5,8.9,7.5,5.0,5.889,5.0,0.0,2022,5.957800000000001,-3.9000000000000004,7.394500000000001,0
RA-582,10.0,9.0,7.5,4.9,7.222,5.0,0.0,2022,6.4744,-4.1,8.111,0
RA-583,8.5,9.4,7.5,7.1,7.333,5.0,0.0,2022,6.8666,-2.3000000000000007,8.3665,0
RA-584,8.0,8.5,7.5,4.6,7.333,5.0,0.0,2022,6.1366,-3.9000000000000004,7.9165,0
RA-585,8.5,9.1,7.5,5.0,6.889,10.0,0.0,2022,6.7978000000000005,-4.1,7.9945,0
RA-586,10.0,9.6,5.6,8.2,8.778,5.0,1.0,2022,7.3755999999999995,-1.4000000000000004,9.189,0
RA-587,9.5,9.3,7.5,3.8,6.167,5.0,0.0,2022,6.0534,-5.500000000000001,7.7335,0
RA-588,9.5,10.0,5.6,9.3,8.278,10.0,0.0,2022,8.0256,-0.6999999999999993,9.139,0
RA-589,9.5,9.4,7.5,5.8,7.056,10.0,0.0,2022,7.1512,-3.6000000000000005,8.228,0
RA-590,8.5,8.6,7.5,7.4,7.611,5.0,0.0,2022,6.8222000000000005,-1.1999999999999993,8.1055,0
RA-591,9.5,9.3,7.5,7.1,7.389,5.0,0.0,2022,6.957800000000001,-2.200000000000001,8.3445,0
RA-592,8.0,8.5,5.6,8.4,7.778,5.0,0.0,2022,6.7956,-0.09999999999999964,8.139,0
RA-593,7.5,7.4,7.5,4.6,6.278,5.0,0.0,2022,5.655600000000001,-2.8000000000000007,6.839,0
RA-594,8.0,9.4,7.5,7.8,6.889,5.0,0.0,2022,6.867800000000001,-1.6000000000000005,8.1445,0
RA-595,8.5,5.5,7.5,1.0,6.0,5.0,0.0,2022,4.6000000000000005,-4.5,5.75,0
RA-596,9.5,10.0,7.5,9.3,9.0,10.0,1.0,2022,8.360000000000001,-0.6999999999999993,9.5,0
RA-597,9.0,10.0,7.5,8.0,7.056,10.0,0.0,2022,7.6612,-2.0,8.528,0
RA-598,9.5,7.2,7.5,3.7,6.944,5.0,0.0,2022,5.768800000000001,-3.5,7.072,0
RA-599,9.5,9.2,7.5,9.1,8.556,5.0,1.0,2022,7.5712,-0.09999999999999964,8.878,0
RA-600,8.5,8.4,7.5,3.9,6.833,10.0,0.0,2022,6.4266000000000005,-4.5,7.6165,0
RA-601,9.0,9.7,7.5,5.7,7.167,10.0,0.0,2022,7.1634,-3.999999999999999,8.433499999999999,0
RA-602,10.0,9.7,7.5,8.6,7.667,5.0,0.0,2022,7.4434000000000005,-1.0999999999999996,8.683499999999999,0
RA-603,9.0,9.5,7.5,7.5,8.0,5.0,0.0,2022,7.15,-2.0,8.75,0
RA-604,9.0,9.0,7.5,8.8,8.333,5.0,0.0,2022,7.376600000000001,-0.1999999999999993,8.6665,0
RA-605,6.9,9.3,6.9,7.1,7.556,5.0,0.0,2022,6.671200000000001,-2.200000000000001,8.428,0
RA-606,9.5,9.0,7.5,1.8,6.111,5.0,0.0,2022,5.5822,-7.2,7.5555,0
RA-607,6.8,8.1,7.5,4.0,7.444,5.0,0.0,2022,5.8388,-4.1,7.772,0
RA-608,7.8,9.6,7.5,6.3,7.222,5.0,0.0,2022,6.6544,-3.3,8.411,0
RA-609,8.5,7.6,7.5,6.0,7.056,5.0,0.0,2022,6.2312,-1.5999999999999996,7.327999999999999,0
RA-610,9.0,9.6,7.5,6.5,8.5,10.0,1.0,2022,7.57,-3.0999999999999996,9.05,0
RA-611,9.5,7.6,7.5,9.5,7.556,5.0,0.0,2022,7.1312,1.9000000000000004,7.577999999999999,0
RA-612,9.0,9.2,7.5,7.9,7.167,5.0,0.0,2022,7.0034,-1.299999999999999,8.183499999999999,0
RA-613,9.0,9.2,7.5,9.2,8.556,5.0,1.0,2022,7.5412,0.0,8.878,0
RA-614,9.5,9.7,7.5,9.6,8.278,5.0,0.0,2022,7.7156,-0.09999999999999964,8.989,0
RA-615,9.5,9.7,7.5,7.3,6.889,10.0,0.0,2022,7.4778,-2.3999999999999995,8.2945,0
RA-616,7.4,7.4,7.5,8.8,7.278,5.0,0.0,2022,6.685600000000001,1.4000000000000004,7.339,0
RA-617,8.5,8.9,7.5,6.3,6.778,5.0,0.0,2022,6.4956000000000005,-2.6000000000000005,7.839,0
RA-618,8.9,8.3,7.5,6.7,7.333,5.0,0.0,2022,6.6066,-1.6000000000000005,7.8165000000000004,0
RA-619,9.5,8.0,7.5,9.0,7.333,5.0,0.0,2022,7.066599999999999,1.0,7.6665,0
RA-620,0.0,7.5,7.5,6.8,6.833,5.0,0.0,2022,5.4766,-0.7000000000000002,7.1665,0
RA-621,9.5,7.7,7.5,7.5,8.222,5.0,0.0,2022,6.8844,-0.20000000000000018,7.961,0
RA-622,3.5,3.8,7.5,3.8,6.0,5.0,0.0,2022,4.32,0.0,4.9,0
RA-623,7.5,9.0,7.5,8.3,7.389,5.0,0.0,2022,6.9378,-0.6999999999999993,8.1945,0
RA-624,9.0,8.9,7.5,6.8,7.722,5.0,0.0,2022,6.834400000000001,-2.1000000000000005,8.311,0
RA-625,8.0,9.2,7.5,7.8,7.333,5.0,0.0,2022,6.916600000000001,-1.3999999999999995,8.2665,0
RA-626,7.4,7.6,7.5,1.3,7.278,5.0,0.0,2022,5.2256,-6.3,7.439,0
RA-627,7.0,6.7,7.5,6.5,7.0,5.0,0.0,2022,5.99,-0.20000000000000018,6.85,0
RA-628,9.5,7.6,7.5,9.2,7.333,5.0,0.0,2022,7.0266,1.5999999999999996,7.4665,0
RA-629,9.0,10.0,7.5,7.0,7.278,10.0,0.0,2022,7.505600000000001,-3.0,8.639,0
RA-630,9.5,9.2,7.5,7.3,7.278,10.0,0.0,2022,7.4556000000000004,-1.8999999999999995,8.238999999999999,0
RA-631,8.5,6.8,7.5,7.0,7.222,5.0,0.0,2022,6.3044,0.20000000000000018,7.011,0
RA-632,8.5,9.3,6.9,6.3,6.722,5.0,0.0,2022,6.504400000000001,-3.000000000000001,8.011000000000001,0
RA-633,7.3,8.9,7.5,7.7,7.833,5.0,0.0,2022,6.866600000000001,-1.2000000000000002,8.3665,0
RA-634,9.5,9.4,7.5,6.5,8.222,5.0,0.0,2022,7.0244,-2.9000000000000004,8.811,0
RA-635,10.0,4.9,6.9,1.5,6.444,5.0,0.0,2022,4.758800000000001,-3.4000000000000004,5.672000000000001,0
RA-636,8.5,8.0,6.9,7.3,7.389,5.0,0.0,2022,6.577800000000001,-0.7000000000000002,7.6945,0
RA-637,8.5,9.0,7.5,5.8,7.0,5.0,0.0,2022,6.460000000000001,-3.2,8.0,0
RA-638,8.5,9.3,7.5,3.9,6.278,10.0,0.0,2022,6.4956000000000005,-5.4,7.789,0
RA-639,8.5,7.4,7.5,5.5,6.611,5.0,0.0,2022,6.0022,-1.9000000000000004,7.0055,0
RA-640,9.0,8.4,7.5,4.8,6.778,5.0,0.0,2022,6.1456,-3.6000000000000005,7.589,0
RA-641,9.0,9.3,7.5,6.5,6.778,10.0,0.0,2022,7.1656,-2.8000000000000007,8.039,0
RA-642,10.0,9.7,6.9,7.3,7.778,5.0,0.0,2022,7.145600000000001,-2.3999999999999995,8.738999999999999,0
RA-643,9.0,8.0,7.5,6.2,6.722,5.0,0.0,2022,6.3344000000000005,-1.7999999999999998,7.361000000000001,0
RA-644,9.5,8.0,7.5,8.8,8.278,5.0,0.0,2022,7.2156,0.8000000000000007,8.139,0
RA-645,8.5,8.1,7.5,2.0,6.833,5.0,0.0,2022,5.4866,-6.1,7.4665,0
RA-646,8.5,9.8,8.1,8.4,8.389,5.0,1.0,2022,7.4778,-1.4000000000000004,9.0945,0
RA-647,9.5,8.6,7.5,3.3,7.278,5.0,0.0,2022,6.0356000000000005,-5.3,7.939,0
RA-648,9.0,7.5,6.9,5.3,7.5,5.0,0.0,2022,6.15,-2.2,7.5,0
RA-649,8.5,8.9,5.6,7.4,7.611,5.0,0.0,2022,6.692200000000001,-1.5,8.2555,0
RA-650,6.9,8.7,5.6,6.9,7.5,5.0,0.0,2022,6.37,-1.799999999999999,8.1,0
RA-651,8.5,9.3,7.5,7.8,8.333,5.0,0.0,2022,7.1866,-1.5000000000000009,8.816500000000001,0
RA-652,8.0,9.6,7.5,7.8,7.5,10.0,0.0,2022,7.53,-1.7999999999999998,8.55,0
RA-653,9.5,9.6,7.5,9.3,7.5,5.0,0.0,2022,7.48,-0.29999999999999893,8.55,0
RA-654,8.5,8.6,7.5,6.8,7.556,5.0,0.0,2022,6.6912,-1.7999999999999998,8.078,0
RA-655,7.5,9.2,7.5,8.3,8.389,5.0,1.0,2022,7.1777999999999995,-0.8999999999999986,8.7945,0
RA-656,7.4,7.5,5.6,6.3,7.5,5.0,0.0,2022,6.06,-1.2000000000000002,7.5,0
RA-657,9.5,9.8,7.5,9.0,7.5,5.0,0.0,2022,7.46,-0.8000000000000007,8.65,0
RA-658,10.0,9.3,7.5,5.6,7.917,5.0,0.0,2022,6.813400000000001,-3.700000000000001,8.6085,0
RA-659,8.0,7.8,7.5,9.3,8.333,5.0,0.0,2022,7.1366000000000005,1.5000000000000009,8.0665,0
RA-660,9.5,9.0,7.5,6.9,9.083,10.0,1.0,2022,7.6966,-2.0999999999999996,9.0415,0
RA-661,9.0,8.3,7.5,7.8,7.917,5.0,0.0,2022,6.9534,-0.5000000000000009,8.1085,0
RA-662,9.0,8.8,7.5,6.8,6.083,5.0,0.0,2022,6.486600000000001,-2.000000000000001,7.4415000000000004,0
RA-663,6.9,8.7,7.5,5.8,5.25,5.0,0.0,2022,5.89,-2.8999999999999995,6.975,0
RA-664,9.5,8.8,7.5,6.3,7.167,5.0,0.0,2022,6.6534,-2.500000000000001,7.9835,0
RA-665,9.0,7.4,7.5,6.8,7.25,5.0,0.0,2022,6.44,-0.6000000000000005,7.325,0
RA-666,9.5,9.1,7.5,7.8,8.833,5.0,1.0,2022,7.3466000000000005,-1.2999999999999998,8.9665,0
RA-667,8.5,5.6,7.5,4.5,5.833,5.0,0.0,2022,5.286599999999999,-1.0999999999999996,5.7165,0
RA-668,6.9,3.3,7.5,2.8,3.75,5.0,0.0,2022,3.91,-0.5,3.525,0
RA-669,9.0,9.7,7.5,6.0,7.833,5.0,0.0,2022,6.8566,-3.6999999999999993,8.7665,0
RA-670,8.0,8.8,7.5,6.9,8.167,5.0,0.0,2022,6.8234,-1.9000000000000004,8.4835,0
RA-671,8.5,8.2,8.1,8.8,7.417,5.0,0.0,2022,7.0434,0.6000000000000014,7.8084999999999996,0
RA-672,8.5,8.5,8.1,8.8,6.75,5.0,0.0,2022,6.970000000000001,0.3000000000000007,7.625,0
RA-673,8.5,9.2,8.1,9.2,8.583,10.0,1.0,2022,8.0566,0.0,8.8915,0
RA-674,9.5,8.7,8.1,8.0,6.333,10.0,0.0,2022,7.3666,-0.6999999999999993,7.5165,0
RA-675,10.0,6.6,8.1,7.4,7.083,10.0,0.0,2022,7.026600000000001,0.8000000000000007,6.8415,0
RA-676,8.5,8.6,8.1,9.3,8.167,5.0,0.0,2022,7.3734,0.7000000000000011,8.3835,0
RA-677,10.0,9.4,7.5,7.3,8.583,10.0,1.0,2022,7.8065999999999995,-2.1000000000000005,8.9915,0
RA-678,9.0,10.0,6.9,7.3,9.5,5.0,1.0,2022,7.450000000000001,-2.7,9.75,0
RA-679,9.0,8.2,7.5,6.3,7.833,5.0,0.0,2022,6.6166,-1.8999999999999995,8.0165,0
RA-680,9.5,8.8,7.5,7.4,7.75,5.0,0.0,2022,6.99,-1.4000000000000004,8.275,0
RA-681,8.5,8.5,6.9,6.5,8.0,5.0,0.0,2022,6.640000000000001,-2.0,8.25,0
RA-682,9.5,9.1,7.5,7.0,8.083,5.0,0.0,2022,7.0366,-2.0999999999999996,8.5915,0
RA-683,7.9,5.0,7.5,4.0,8.083,5.0,0.0,2022,5.4566,-1.0,6.5415,0
RA-684,9.5,7.5,8.1,9.3,7.917,10.0,0.0,2022,7.703400000000001,1.8000000000000007,7.7085,0
RA-685,9.0,6.2,5.0,8.0,7.833,5.0,0.0,2022,6.3066,1.7999999999999998,7.016500000000001,0
RA-686,7.5,8.6,8.1,8.8,8.083,5.0,0.0,2022,7.156600000000001,0.20000000000000107,8.3415,0
RA-687,8.5,9.0,8.1,8.3,8.0,5.0,0.0,2022,7.220000000000001,-0.6999999999999993,8.5,0
RA-688,8.5,9.7,7.5,7.9,7.917,5.0,0.0,2022,7.203399999999999,-1.799999999999999,8.808499999999999,0
RA-689,7.4,7.9,5.6,5.8,6.667,5.0,0.0,2022,5.8734,-2.1000000000000005,7.2835,0
RA-690,9.5,9.5,7.5,7.0,7.417,5.0,0.0,2022,6.9834,-2.5,8.4585,0
RA-691,10.0,9.2,8.1,9.4,7.917,10.0,0.0,2022,8.113399999999999,0.20000000000000107,8.558499999999999,0
RA-692,9.5,8.9,8.1,6.9,7.917,5.0,0.0,2022,7.0034,-2.0,8.4085,0
RA-693,9.5,9.8,8.1,5.7,7.667,10.0,0.0,2022,7.3934000000000015,-4.1000000000000005,8.7335,0
RA-694,10.0,9.0,8.1,8.1,7.917,10.0,0.0,2022,7.813400000000001,-0.9000000000000004,8.4585,0
RA-695,9.0,3.1,7.5,2.5,2.5,10.0,0.0,2022,4.27,-0.6000000000000001,2.8,0
RA-696,8.5,9.0,7.5,6.6,8.167,5.0,0.0,2022,6.853400000000001,-2.4000000000000004,8.5835,0
RA-697,7.0,9.3,7.5,8.4,8.083,5.0,0.0,2022,7.106600000000001,-0.9000000000000004,8.691500000000001,0
RA-698,9.0,9.8,2.5,8.1,8.083,5.0,0.0,2022,6.8466000000000005,-1.700000000000001,8.941500000000001,1
RA-699,5.2,9.2,7.5,7.1,6.0,5.0,0.0,2022,6.2299999999999995,-2.0999999999999996,7.6,0
RA-700,9.0,8.7,7.5,9.2,7.083,5.0,0.0,2022,7.1466,0.5,7.8915,0
RA-701,9.0,9.3,7.5,8.7,7.417,5.0,0.0,2022,7.233400000000001,-0.6000000000000014,8.3585,0
RA-702,10.0,8.6,5.0,6.8,7.0,10.0,0.0,2022,6.98,-1.7999999999999998,7.8,0
RA-703,7.5,7.4,5.0,5.1,6.833,5.0,0.0,2022,5.6166,-2.3000000000000007,7.1165,0
RA-704,9.0,8.6,5.0,7.2,6.583,5.0,0.0,2022,6.376600000000001,-1.3999999999999995,7.5915,0
RA-705,9.5,6.2,7.5,7.1,6.333,5.0,0.0,2022,6.126600000000001,0.8999999999999995,6.266500000000001,0
RA-706,9.5,6.7,7.5,9.1,8.417,5.0,1.0,2022,7.0434,2.3999999999999995,7.5585,0
RA-707,10.0,8.1,6.9,8.5,8.083,5.0,0.0,2022,7.126600000000001,0.40000000000000036,8.0915,0
RA-708,8.0,8.4,7.5,7.3,7.583,5.0,0.0,2022,6.706600000000001,-1.1000000000000005,7.9915,0
RA-709,9.5,3.5,7.5,2.3,7.083,5.0,0.0,2022,4.7766,-1.2000000000000002,5.2915,0
RA-710,9.5,8.9,5.0,6.9,8.0,5.0,0.0,2022,6.710000000000001,-2.0,8.45,0
RA-711,9.0,7.9,6.3,3.5,6.0,5.0,0.0,2022,5.510000000000001,-4.4,6.95,0
RA-712,8.0,5.1,5.0,8.0,5.833,5.0,0.0,2022,5.5866,2.9000000000000004,5.4665,0
RA-713,10.0,8.7,7.5,7.8,7.25,5.0,0.0,2022,7.0,-0.8999999999999995,7.975,0
RA-714,9.0,6.9,5.6,8.0,7.25,5.0,0.0,2022,6.390000000000001,1.0999999999999996,7.075,0
RA-715,8.5,8.7,4.4,4.9,7.917,5.0,0.0,2022,6.093400000000001,-3.799999999999999,8.308499999999999,1
RA-716,8.9,8.1,7.5,6.7,5.417,5.0,0.0,2022,6.1834,-1.3999999999999995,6.7585,0
RA-717,9.0,7.3,7.5,5.4,7.917,5.0,0.0,2022,6.2734,-1.8999999999999995,7.608499999999999,0
RA-718,8.0,8.9,6.3,9.2,7.417,10.0,0.0,2022,7.5334,0.29999999999999893,8.1585,0
RA-719,9.0,4.6,7.5,4.2,6.083,5.0,0.0,2022,5.1266,-0.39999999999999947,5.3415,0
RA-720,8.0,5.9,7.5,7.6,7.083,5.0,0.0,2022,6.1666,1.6999999999999993,6.4915,0
RA-721,9.5,8.1,7.5,7.6,7.917,10.0,0.0,2022,7.423400000000001,-0.5,8.0085,0
RA-722,10.0,8.1,4.4,8.1,8.333,5.0,0.0,2022,6.8466000000000005,0.0,8.2165,1
RA-723,10.0,6.6,8.1,5.5,8.167,10.0,0.0,2022,6.8634,-1.0999999999999996,7.3835,0
